City,State,Year,Population
Lenexa,Kansas,2016,53011
Lewisville,Texas,2016,104735
Lexington-Fayette urban c,Kentucky,2016,319738
Lincoln,Nebraska,2016,281254
Little Elm,Texas,2016,43105
Little Rock,Arkansas,2016,198673
Livermore,California,2016,89535
Livonia,Michigan,2016,94471
Lodi,California,2016,64509
Logan,Utah,2016,50712
Long Beach,California,2016,469435
Longmont,Colorado,2016,93310
Longview,Texas,2016,81619
Lorain,Ohio,2016,63707
Los Angeles,California,2016,3969262
Louisville/Jefferson County metro government (bal,Kentucky,2016,617462
Loveland,Colorado,2016,76103
Lowell,Massachusetts,2016,111250
Lubbock,Texas,2016,251086
Lynchburg,Virginia,2016,80038
Lynn,Massachusetts,2016,93406
Lynwood,California,2016,71087
Macon-Bibb C,Georgia,2016,153180
Madera,California,2016,64193
Madison,Alabama,2016,48099
Madison,Wisconsin,2016,252485
Malden,Massachusetts,2016,61159
Manchester,New Hampshire,2016,111659
Manhattan,Kansas,2016,55237
Mansfield,Texas,2016,66217
Manteca,California,2016,76716
Maple Grove,Minnesota,2016,69711
Margate,Florida,2016,57849
Maricopa,Arizona,2016,46913
Marietta,Georgia,2016,60815
Marysville,Washington,2016,67630
McAllen,Texas,2016,142418
McKinney,Texas,2016,173336
Medford,Massachusetts,2016,57849
Medford,Oregon,2016,80111
Melbourne,Florida,2016,80746
Memphis,Tennessee,2016,653184
Menifee,California,2016,88286
Merced,California,2016,82353
Meriden,Connecticut,2016,59734
Meridian,Idaho,2016,96280
Mesa,Arizona,2016,491041
Mesquite,Texas,2016,144681
Methuen Town,Massachusetts,2016,49972
Miami Beach,Florida,2016,92042
Miami Gardens,Florida,2016,113128
Miami,Florida,2016,454293
Midland,Texas,2016,135019
Midwest City,Oklahoma,2016,57462
Milford city (bal,Connecticut,2016,52550
Millcreek,Utah,2016,60367
Milpitas,California,2016,77878
Milwaukee,Wisconsin,2016,597123
Minneapolis,Minnesota,2016,415239
Minnetonka,Minnesota,2016,52473
Miramar,Florida,2016,138925
Mission Viejo,California,2016,96299
Mission,Texas,2016,83788
Missoula,Montana,2016,72231
Missouri City,Texas,2016,74190
Mobile,Alabama,2016,191885
Modesto,California,2016,211334
Montebello,California,2016,63226
Monterey Park,California,2016,60930
Montgomery,Alabama,2016,200360
Moore,Oklahoma,2016,61081
Moreno Valley,California,2016,204742
Mount Pleasant,South Carolina,2016,83950
Mount Prospect vi,Illinois,2016,55196
Mount Vernon,New York,2016,68234
Mountain View,California,2016,80852
Muncie,Indiana,2016,69174
Murfreesboro,Tennessee,2016,131242
Murrieta,California,2016,111606
Nampa,Idaho,2016,91052
Napa,California,2016,79781
Naperville,Illinois,2016,147243
Nashua,New Hampshire,2016,88664
Nashville-Davidson metropolitan government (bal,Tennessee,2016,663339
National City,California,2016,61038
New Bedford,Massachusetts,2016,95070
New Braunfels,Texas,2016,73343
New Britain,Connecticut,2016,72817
New Brunswick,New Jersey,2016,56215
New Haven,Connecticut,2016,130424
New Orleans,Louisiana,2016,391977
New Rochelle,New York,2016,79446
New York,New York,2016,8475976
Newark,New Jersey,2016,280628
Newark,Ohio,2016,48944
Newport Beach,California,2016,86647
Newport News,Virginia,2016,180179
Newton,Massachusetts,2016,88604
Niagara Falls,New York,2016,48643
Noblesville,Indiana,2016,60186
Norfolk,Virginia,2016,245843
Normal,Illinois,2016,54404
Norman,Oklahoma,2016,121512
North Charleston,South Carolina,2016,109859
North Las Vegas,Nevada,2016,236694
North Little Rock,Arkansas,2016,66179
North Miami,Florida,2016,61101
North Port,Florida,2016,64455
North Richland Hills,Texas,2016,69999
Norwalk,California,2016,106002
Norwalk,Connecticut,2016,88487
Novato,California,2016,55939
Novi,Michigan,2016,59617
O'Fallon,Missouri,2016,86438
Oak Lawn vi,Illinois,2016,56494
Oak Park vi,Illinois,2016,52102
Oakland,California,2016,420798
Ocala,Florida,2016,58510
Oceanside,California,2016,175495
Odessa,Texas,2016,117325
Ogden,Utah,2016,86704
Oklahoma City,Oklahoma,2016,640144
Olathe,Kansas,2016,135883
Olympia,Washington,2016,50728
Omaha,Nebraska,2016,465554
Ontario,California,2016,172709
Orange,California,2016,140434
Orem,Utah,2016,96865
Orland Park vi,Illinois,2016,58997
Orlando,Florida,2016,278130
Oshkosh,Wisconsin,2016,66517
Overland Park,Kansas,2016,189272
Owensboro,Kentucky,2016,59261
Oxnard,California,2016,207754
Palatine vi,Illinois,2016,69010
Palm Bay,Florida,2016,110385
Palm Beach Gardens,Florida,2016,54709
Palm Coast,Florida,2016,84089
Palm Desert,California,2016,52096
Palmdale,California,2016,156992
Palo Alto,California,2016,67406
Paramount,California,2016,54840
Parker,Colorado,2016,52614
Parma,Ohio,2016,79646
Pasadena,California,2016,141833
Pasadena,Texas,2016,154632
Pasco,Washington,2016,71618
Passaic,New Jersey,2016,70086
Paterson,New Jersey,2016,145682
Pawtucket,Rhode Island,2016,71798
Peabody,Massachusetts,2016,52809
Pearland,Texas,2016,116332
Pembroke Pines,Florida,2016,168315
Pensacola,Florida,2016,52667
Peoria,Arizona,2016,164212
Peoria,Illinois,2016,114189
Perris,California,2016,76168
Perth Amboy,New Jersey,2016,51802
Petaluma,California,2016,60486
Pflugerville,Texas,2016,59595
Pharr,Texas,2016,77846
Philadelphia,Pennsylvania,2016,1576390
Phoenix,Arizona,2016,1613581
Pico Rivera,California,2016,63542
Pinellas Park,Florida,2016,52469
Pittsburg,California,2016,70797
Pittsburgh,Pennsylvania,2016,304814
Placentia,California,2016,52221
Plainfield,New Jersey,2016,50416
Plano,Texas,2016,286576
Plantation,Florida,2016,92798
Pleasanton,California,2016,82314
Plymouth,Minnesota,2016,77377
Pocatello,Idaho,2016,54986
Pomona,California,2016,152637
Pompano Beach,Florida,2016,109402
Pontiac,Michigan,2016,60154
Port Arthur,Texas,2016,55670
Port Orange,Florida,2016,61502
Port St. Lucie,Florida,2016,183684
Porterville,California,2016,59948
Portland,Maine,2016,66898
Portland,Oregon,2016,643136
Portsmouth,Virginia,2016,95094
Providence,Rhode Island,2016,179720
Provo,Utah,2016,116573
Pueblo,Colorado,2016,110173
Quincy,Massachusetts,2016,94133
Racine,Wisconsin,2016,77455
Raleigh,North Carolina,2016,459194
Rancho Cordova,California,2016,72183
Rancho Cucamonga,California,2016,175975
Rapid City,South Dakota,2016,73435
Reading,Pennsylvania,2016,88145
Redding,California,2016,91210
Redlands,California,2016,71108
Redmond,Washington,2016,62863
Redondo Beach,California,2016,67905
Redwood City,California,2016,85328
Reno,Nevada,2016,242476
Renton,Washington,2016,101638
Revere,Massachusetts,2016,54021
Rialto,California,2016,102992
Richardson,Texas,2016,113890
Richland,Washington,2016,54742
Richmond,California,2016,109652
Richmond,Virginia,2016,225332
Rio Rancho,New Mexico,2016,94500
Riverside,California,2016,323877
Roanoke,Virginia,2016,99572
Rochester Hills,Michigan,2016,73852
Rochester,Minnesota,2016,113927
Rochester,New York,2016,207729
Rock Hill,South Carolina,2016,72088
Rockford,Illinois,2016,147781
Rocklin,California,2016,62666
Rockville,Maryland,2016,66985
Rocky Mount,North Carolina,2016,55041
Rogers,Arkansas,2016,65143
Rosemead,California,2016,54423
Roseville,California,2016,132699
Roswell,Georgia,2016,94525
Round Rock,Texas,2016,120705
Rowlett,Texas,2016,62340
Royal Oak,Michigan,2016,59225
Sacramento,California,2016,494324
Saginaw,Michigan,2016,48919
Salem,Oregon,2016,166599
Salinas,California,2016,157144
Salt Lake City,Utah,2016,194182
Sammamish,Washington,2016,63891
San Angelo,Texas,2016,99809
San Antonio,Texas,2016,1488512
San Bernardino,California,2016,215431
San Buenaventura (Ventura),California,2016,110127
San Clemente,California,2016,65256
San Diego,California,2016,1403865
San Francisco,California,2016,872795
San Jose,California,2016,1030359
San Leandro,California,2016,90666
San Marcos,California,2016,95116
San Marcos,Texas,2016,61521
San Mateo,California,2016,104420
San Rafael,California,2016,58932
San Ramon,California,2016,75708
Sandy Springs,Georgia,2016,105553
Sandy,Utah,2016,96293
Sanford,Florida,2016,58897
Santa Ana,California,2016,334175
Santa Barbara,California,2016,91579
Santa Clara,California,2016,126561
Santa Clarita,California,2016,209668
Santa Cruz,California,2016,64452
Santa Fe,New Mexico,2016,83811
Santa Maria,California,2016,105896
Santa Monica,California,2016,92330
Santa Rosa,California,2016,182475
Santee,California,2016,57754
Sarasota,Florida,2016,56446
Savannah,Georgia,2016,145883
Schaumburg vi,Illinois,2016,74650
Schenectady,New York,2016,65086
Scottsdale,Arizona,2016,248100
Scranton,Pennsylvania,2016,77264
Seattle,Washington,2016,710510
Shawnee,Kansas,2016,65347
Shoreline,Washington,2016,55751
Shreveport,Louisiana,2016,194222
Simi Valley,California,2016,126196
Sioux City,Iowa,2016,82670
Sioux Falls,South Dakota,2016,173682
Skokie vi,Illinois,2016,64494
Smyrna,Georgia,2016,56419
Smyrna,Tennessee,2016,48504
Somerville,Massachusetts,2016,80902
South Bend,Indiana,2016,101884
South Fulton,Georgia,2016,95239
South Gate,California,2016,95396
South Jordan,Utah,2016,68595
South San Francisco,California,2016,67286
Southaven,Mississippi,2016,53161
Southfield,Michigan,2016,73485
Sparks,Nevada,2016,98105
Spokane Valley,Washington,2016,95794
Spokane,Washington,2016,214990
Springdale,Arkansas,2016,78735
Springfield,Illinois,2016,116540
Springfield,Massachusetts,2016,154278
Springfield,Missouri,2016,166672
Springfield,Ohio,2016,58893
Springfield,Oregon,2016,61549
St. Charles,Missouri,2016,69314
St. Clair Shores,Michigan,2016,59799
St. Cloud,Florida,2016,48505
St. Cloud,Minnesota,2016,67768
St. George,Utah,2016,81684
St. Joseph,Missouri,2016,76562
St. Louis,Missouri,2016,312389
St. Paul,Minnesota,2016,303155
St. Peters,Missouri,2016,57126
St. Petersburg,Florida,2016,259556
Stamford,Connecticut,2016,129042
Sterling Heights,Michigan,2016,132528
Stillwater,Oklahoma,2016,49724
Stockton,California,2016,306407
Stonecrest,Georgia,2016,54066
Suffolk,Virginia,2016,89322
Sugar Land,Texas,2016,118560
Summerville,South Carolina,2016,50077
Sunnyvale,California,2016,153633
Sunrise,Florida,2016,93681
Surprise,Arizona,2016,132971
Syracuse,New York,2016,143181
Tacoma,Washington,2016,210268
Tallahassee,Florida,2016,189221
Tamarac,Florida,2016,64962
Tampa,Florida,2016,376170
Taunton,Massachusetts,2016,56958
Taylor,Michigan,2016,61563
Taylorsville,Utah,2016,60407
Temecula,California,2016,112451
Tempe,Arizona,2016,185004
Temple,Texas,2016,73012
Terre Haute,Indiana,2016,60655
Thornton,Colorado,2016,134718
Thousand Oaks,California,2016,128715
Tigard,Oregon,2016,51960
Tinley Park vi,Illinois,2016,56985
Toledo,Ohio,2016,278780
Topeka,Kansas,2016,126989
Torrance,California,2016,146660
Tracy,California,2016,89081
Trenton,New Jersey,2016,83387
Troy,Michigan,2016,84095
Troy,New York,2016,49593
Tucson,Arizona,2016,537831
Tulare,California,2016,62651
Tulsa,Oklahoma,2016,404182
Turlock,California,2016,72511
Tuscaloosa,Alabama,2016,98990
Tustin,California,2016,80357
Tyler,Texas,2016,103954
Union City,California,2016,75438
Union City,New Jersey,2016,68373
Upland,California,2016,76451
Urban Honolul,Hawaii,2016,351883
Utica,New York,2016,60616
Vacaville,California,2016,98104
Valdosta,Georgia,2016,55843
Vallejo,California,2016,121064
Vancouver,Washington,2016,178627
Victoria,Texas,2016,67446
Victorville,California,2016,121912
Vineland,New Jersey,2016,60339
Virginia Beach,Virginia,2016,451136
Visalia,California,2016,130874
Vista,California,2016,101040
Waco,Texas,2016,133517
Walnut Creek,California,2016,69235
Waltham,Massachusetts,2016,62923
Warner Robins,Georgia,2016,74412
Warren,Michigan,2016,135233
Warwick,Rhode Island,2016,80977
Washington,District of Columbia,2016,686575
Waterbury,Connecticut,2016,108473
Waterloo,Iowa,2016,68028
Watsonville,California,2016,53808
Waukegan,Illinois,2016,88174
Waukesha,Wisconsin,2016,72416
Wellington vi,Florida,2016,64226
West Allis,Wisconsin,2016,60353
West Covina,California,2016,107607
West Des Moines,Iowa,2016,64573
West Haven,Connecticut,2016,54644
West Jordan,Utah,2016,113380
West New York,New Jersey,2016,52615
West Palm Beach,Florida,2016,108790
West Sacramento,California,2016,52946
West Valley City,Utah,2016,136751
Westland,Michigan,2016,82089
Westminster,California,2016,91602
Westminster,Colorado,2016,113034
Weston,Florida,2016,70333
Weymouth Town,Massachusetts,2016,55914
Wheaton,Illinois,2016,53514
White Plains,New York,2016,58002
Whittier,California,2016,86732
Wichita Falls,Texas,2016,104203
Wichita,Kansas,2016,390549
Wilmington,Delaware,2016,70919
Wilmington,North Carolina,2016,118722
Winston-Salem,North Carolina,2016,241656
Woodbury,Minnesota,2016,68526
Woodland,California,2016,59056
Worcester,Massachusetts,2016,185139
Wylie,Texas,2016,48859
Wyoming,Michigan,2016,75654
Yakima,Washington,2016,93572
Yonkers,New York,2016,200083
Yorba Linda,California,2016,68136
Youngstown,Ohio,2016,64358
Yuba City,California,2016,66308
Yucaipa,California,2016,53246
Yuma,Arizona,2016,95386
